Search terms report
"March 15, 2026 - March 28, 2026"
Search term,Match type,Added/Excluded,Campaign,Ad group,Keyword,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Source
ropa mayorista,Exact match (close variant),None,MX - Apparel,Clothing_Exact,[ropa para vender por mayoreo],1,3,33.33%,USD,0.58,0.58,Keyword
distribuidores de maquillaje al por mayor,Exact match (close variant),None,MX - Beauty,Makeup_Supplier_Exact,[proveedor de maquillaje],1,5,20.00%,USD,0.45,0.45,Keyword
pacas de cosmeticos americanos,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,1,100.00%,USD,1.36,1.36,Keyword
distribuidor de maquillaje al por mayor,Exact match (close variant),None,MX - Beauty,Makeup_Wholesale_Exact,[mayorista de maquillaje],1,1,100.00%,USD,0.35,0.35,Keyword
mayorista de perfumes,Exact match (close variant),None,MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",3,15,20.00%,USD,1.57,4.70,Keyword
amazon corp,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresa""",1,8,12.50%,USD,1.98,1.98,Keyword
venta de granola al por mayor,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",1,2,50.00%,USD,4.30,4.30,Keyword
equipo para cafeteria,Phrase match (close variant),None,MX - Food,Generic_Restaurant_Phrase,"""suministros para restaurantes""",3,7,42.86%,USD,1.20,3.60,Keyword
kinder bueno mayoreo,Phrase match (close variant),None,MX - Food,Food_Suppliers_Phrase,"""proveedores de chocolate""",1,1,100.00%,USD,0.84,0.84,Keyword
dulces por mayoreo para negocio,Exact match (close variant),None,MX - Food,Food_Wholesalers_Phrase,"""mayoristas de dulces""",2,6,33.33%,USD,1.17,2.34,Keyword
playeras premium mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,1.67,1.67,Keyword
chanclas mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,3,33.33%,USD,1.22,1.22,Keyword
proveedores de tablas de madera,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,2,50.00%,USD,2.07,2.07,Keyword
venta de doritos por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,1,100.00%,USD,1.41,1.41,Keyword
mini joyeros mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,10,10.00%,USD,1.77,1.77,Keyword
venta de gorras por mayoreo cdmx,Phrase match (close variant),None,MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",1,1,100.00%,USD,3.12,3.12,Keyword
papa sol mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,2,50.00%,USD,2.03,2.03,Keyword
yetis a mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,2,50.00%,USD,1.67,1.67,Keyword
fabricantes de bolsas para dama mayoreo,Phrase match (close variant),None,MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",1,1,100.00%,USD,2.05,2.05,Keyword
proveedores de tecnologia,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,3,33.33%,USD,2.06,2.06,Keyword
fabricantes de balones por mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""equipo al por mayor""",1,9,11.11%,USD,4.34,4.34,Keyword
lip gloss mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,1,100.00%,USD,1.50,1.50,Keyword
botellas para salsa mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",2,1,200.00%,USD,1.74,3.48,Keyword
compras mayoreo,Exact match (close variant),None,MX - Generic,Wholesales_Suppliers_Exact,[proveedores al por mayor],4,8,50.00%,USD,3.84,15.36,Keyword
walmart b2b,Phrase match (close variant),None,MX - Generic,B2B_Shop_Phrase,"""tienda en línea b2b""",1,2,50.00%,USD,2.71,2.71,Keyword
hornos eléctricos para panadería,Phrase match (close variant),None,MX - Generic,Enterprises_Products_Phrase,"""equipamiento comercial""",1,2,50.00%,USD,2.36,2.36,Keyword
productos para revender directo de fábrica méxico,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",3,5,60.00%,USD,1.05,3.16,Keyword
distribuidores de banner,Phrase match (close variant),None,MX - Generic,Procurement_Suppliers_Phrase,"""suministro distribuidor""",1,1,100.00%,USD,3.29,3.29,Keyword
proveedor chino,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",2,12,16.67%,USD,1.67,3.34,Keyword
proveedores en méxico de productos chinos,Phrase match,None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",1,6,16.67%,USD,4.66,4.66,Keyword
productos para revender,Phrase match (close variant),None,MX - Generic,Purchasing_Products_Phrase,"""comprar mercancías""",1,3,33.33%,USD,0.48,0.48,Keyword
proveedores de maquillaje alta gama,Phrase match (close variant),None,MX - Generic,Suppliers_Products_Phrase,"""compras proveedor""",1,2,50.00%,USD,1.36,1.36,Keyword
shopify mexico,Phrase match (close variant),None,MX - Generic,Enterprises_Shop_Phrase,"""tienda online para negocios""",1,38,2.63%,USD,2.81,2.81,Keyword
laptop por mayoreo,Phrase match (close variant),None,MX - Electronics,Computers_Phrase,"""laptops comerciales""",1,1,100.00%,USD,0.28,0.28,Keyword
como facturar en amazon mx,Phrase match,None,MX - Invoice AMZ,Invoice_Phrase,"""como facturar en amazon""",4,5,80.00%,USD,2.98,11.90,Keyword
facturas en amazon,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""como facturar en amazon""",1,5,20.00%,USD,5.33,5.33,Keyword
como facturar en amazon una compra,Exact match (close variant),None,MX - Invoice AMZ,Invoice_Phrase,"""como facturar en amazon""",5,21,23.81%,USD,5.39,26.94,Keyword
como crear una cuenta de ventas en amazon,Exact match (close variant),None,MX - Brand Exact,Account_Exact,[crear una cuenta business en amazon],1,1,100.00%,USD,4.01,4.01,Keyword
bolsas de mano de mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesales_Accessories_Phrase,"""venta mayorista de accesorios de moda""",1,1,100.00%,USD,3.30,3.30,Keyword
venta de zapatillas por mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Distributors_Clothing_Phrase,"""distribuidores de calzado""",1,2,50.00%,USD,2.55,2.55,Keyword
gondolas para tienda,Phrase match (close variant),None,MX - Shops,Shops_Furniture_Phrase,"""mobiliario para tiendas""",1,6,16.67%,USD,1.16,1.16,Keyword
venta de ropa por mayoreo,Exact match (close variant),None,MX - Shops,Shops_Wholesalers_Clothing_Exact,[mayoristas de prendas de vestir],1,11,9.09%,USD,1.67,1.67,Keyword
precio trituradora de papel,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,1,100.00%,USD,2.28,2.28,Keyword
articulos para oficina,Exact match (close variant),None,MX - Office,Generic_Exact,[suministros oficina],1,7,14.29%,USD,2.12,2.12,Keyword
office depot guadalajara,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",3,27,11.11%,USD,0.88,2.65,Keyword
articulos de papeleria a mayoreo,Exact match (close variant),None,MX - Office,Wholesales_Exact,[comercio al por mayor de artículos de papelería],1,1,100.00%,USD,0.49,0.49,Keyword
engrapadoras de uso rudo,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,6,16.67%,USD,1.04,1.04,Keyword
sillas para oficina queretaro,Phrase match (close variant),None,MX - Office,Office Furniture_Distributors_Phrase,"""distribuidores de sillas de oficina""",1,1,100.00%,USD,2.41,2.41,Keyword
triturador de papel,Exact match (close variant),None,MX - Office,Office Organization_Distributors_Exact,[trituradora de documentos],1,10,10.00%,USD,1.31,1.31,Keyword
venta de uniformes para limpieza,Phrase match (close variant),None,MX - Hospitality,Clothing_Phrase,"""ropa servicio""",1,1,100.00%,USD,2.01,2.01,Keyword
uniformes de limpieza,Phrase match (close variant),None,MX - Hospitality,Clothing_Phrase,"""ropa servicio""",2,6,33.33%,USD,1.98,3.95,Keyword
fabricantes de productos de limpieza en monterrey,Phrase match (close variant),None,MX - Janitorial,Suppliers_Phrase,"""proveedores de productos de limpieza""",1,1,100.00%,USD,0.82,0.82,Keyword
gines productos de limpieza,Phrase match (close variant),None,MX - Janitorial,Suppliers_Phrase,"""proveedores de material de limpieza""",1,2,50.00%,USD,0.73,0.73,Keyword
compra de pacas de ropa americana,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",2,4,50.00%,USD,1.51,3.02,Keyword
donde comprar ropa de paca para vender en cdmx,Phrase match,None,MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",1,2,50.00%,USD,0.84,0.84,Keyword
venta de mayoreo de ropa,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",1,1,100.00%,USD,0.97,0.97,Keyword
paletas de maquillaje mayoreo,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,1,100.00%,USD,1.31,1.31,Keyword
perfumes en mayoreo,Exact match (close variant),None,MX - Beauty,Fragrance_Wholesale_Exact,[perfume al por mayor],1,4,25.00%,USD,0.71,0.71,Keyword
mayoreo de productos de belleza,Exact match (close variant),None,MX - Beauty,Makeup_Wholesale_Exact,[productos de belleza al por mayor],1,7,14.29%,USD,2.62,2.62,Keyword
celavi mayoreo,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",3,15,20.00%,USD,1.43,4.29,Keyword
pinzas para el cabello mayoreo,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,1,100.00%,USD,0.84,0.84,Keyword
cupon primera compra amazon business,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon para empresas""",1,4,25.00%,USD,0.19,0.19,Keyword
amazon marketing cloud,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresarial""",1,3,33.33%,USD,26.25,26.25,Keyword
kpis de amazon,Phrase match (close variant),None,MX - Brand Phrase,Pure_Phrase,"""amazon empresarial""",1,2,50.00%,USD,26.05,26.05,Keyword
donde comprar bolsas de regalo por mayoreo,Exact match (close variant),None,MX - Celebrations,Bulk_Party_Exact,[bolsas de regalo al por mayor],1,1,100.00%,USD,1.98,1.98,Keyword
dart vasos,Phrase match (close variant),None,MX - Food,Glassware_Suppliers_Phrase,"""proveedores vasos""",1,2,50.00%,USD,2.93,2.93,Keyword
donde comprar vinos para revender,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",1,2,50.00%,USD,1.96,1.96,Keyword
tazas para sublimar por mayoreo cdmx,Phrase match (close variant),None,MX - Food,Kitchen Tools_Suppliers_Phrase,"""proveedores tazas""",1,8,12.50%,USD,1.43,1.43,Keyword
donde comprar pollo congelado al por mayor,Phrase match (close variant),None,MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",1,4,25.00%,USD,1.88,1.88,Keyword
maruchan mayoreo sams,Phrase match (close variant),None,MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",1,3,33.33%,USD,1.28,1.28,Keyword
porta salsas para restaurante,Phrase match (close variant),None,MX - Food,Products_Phrase,"""productos para hostelería""",1,1,100.00%,USD,1.66,1.66,Keyword
máquina dispensadora de hielo para negocio,Phrase match (close variant),None,MX - Food,Restaurant_Phrase,"""máquinas de hielo profesionales""",1,1,100.00%,USD,1.44,1.44,Keyword
nebro mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,2,50.00%,USD,2.02,2.02,Keyword
tiendas mayoristas,Exact match (close variant),None,MX - Generic,Wholesales_Suppliers_Exact,[proveedores al por mayor],3,43,6.98%,USD,2.23,6.69,Keyword
venta de dulces por mayoreo,Exact match (close variant),None,MX - Generic,Wholesales_Exact,[chucherías al por mayor],2,15,13.33%,USD,1.01,2.02,Keyword
promocionales premium,Phrase match (close variant),None,MX - Generic,Core_Enterprises_Products_Phrase,"""productos para empresas""",1,2,50.00%,USD,2.85,2.85,Keyword
gorras en mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,7,14.29%,USD,1.80,1.80,Keyword
dulces americanos mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,5,20.00%,USD,3.14,3.14,Keyword
portavelas mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,3,33.33%,USD,1.55,1.55,Keyword
provecomer,Phrase match (close variant),None,MX - Generic,Suppliers_Enterprises_Phrase,"""proveedores comerciales""",1,6,16.67%,USD,1.37,1.37,Keyword
anillos de acero inoxidable mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,1,100.00%,USD,1.78,1.78,Keyword
mercancía china para vender,Phrase match (close variant),None,MX - Generic,Core_Suppliers_Products_Phrase,"""proveedor productos""",2,9,22.22%,USD,1.54,3.08,Keyword
vasos mayoreo plastico,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,1,100.00%,USD,0.83,0.83,Keyword
dulces importados mayoreo,Phrase match (close variant),None,MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",1,2,50.00%,USD,2.99,2.99,Keyword
horno para pan industrial,Phrase match (close variant),None,MX - Generic,Enterprises_Products_Phrase,"""equipamiento comercial""",2,7,28.57%,USD,1.84,3.67,Keyword
pantuflas mayoreo cdmx,Phrase match (close variant),None,MX - Generic,Wholesales_Products_Phrase,"""artículos al por mayor""",1,2,50.00%,USD,1.53,1.53,Keyword
vaso mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Phrase,"""al por mayor""",1,1,100.00%,USD,1.78,1.78,Keyword
loncheras mayoreo cdmx,Phrase match (close variant),None,MX - Generic,Core_Wholesales_Products_Phrase,"""productos al por mayor""",1,5,20.00%,USD,3.13,3.13,Keyword
mayoristas de calcetines,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,1,100.00%,USD,1.15,1.15,Keyword
gorras new era de mayoreo,Phrase match (close variant),None,MX - Generic,Wholesales_Buy_Phrase,"""tienda al por mayor en línea""",1,2,50.00%,USD,3.09,3.09,Keyword
iphone mayoreo,Phrase match (close variant),None,MX - Electronics,Cell Phones_Distributor_Phrase,"""distribuidores de smartphone""",4,14,28.57%,USD,1.53,6.11,Keyword
refrigeradores para cremeria,Phrase match (close variant),None,MX - Shops,Shops_Generic_Phrase,"""equipos para tiendas""",1,2,50.00%,USD,1.64,1.64,Keyword
mayoristas de electronica,Exact match (close variant),None,MX - Shops,Shops_Wholesales_Electronics_Exact,[productos electrónicos al por mayor],1,1,100.00%,USD,0.49,0.49,Keyword
barbas hats mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Wholesalers_Accessories_Phrase,"""mayoristas de accesorios de moda""",1,2,50.00%,USD,1.06,1.06,Keyword
tenis de mayoreo,Phrase match (close variant),None,MX - Shops,Shops_Distributors_Clothing_Phrase,"""distribuidores de calzado""",1,6,16.67%,USD,1.25,1.25,Keyword
hot wheels baratos al por mayor,Phrase match (close variant),None,MX - Shops,Shops_Suppliers_Toys Shop_Phrase,"""distribuidores de juguetes""",1,3,33.33%,USD,1.67,1.67,Keyword
cajas de hojas blancas,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,7,14.29%,USD,1.85,1.85,Keyword
archivero amazon,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,7,14.29%,USD,2.21,2.21,Keyword
tony mayoreo,Phrase match (close variant),None,MX - Office,Office Furniture_Wholesale_Phrase,"""papeleras al por mayor""",1,22,4.55%,USD,4.65,4.65,Keyword
sillones para oficina,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""equipamiento escritorio""",1,8,12.50%,USD,1.39,1.39,Keyword
mesa oficina,Exact match (close variant),None,MX - Office,Office Furniture_Exact,[escritorios para oficina],2,11,18.18%,USD,4.34,8.68,Keyword
tablero perforado para escritorio,Phrase match (close variant),None,MX - Office,Generic_Phrase,"""suministros oficina""",1,1,100.00%,USD,1.11,1.11,Keyword
papeleria a mayoreo,Phrase match (close variant),None,MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",1,2,50.00%,USD,0.59,0.59,Keyword
papel coreano mayoreo,Phrase match (close variant),None,MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",2,5,40.00%,USD,3.24,6.48,Keyword
desengrasante ecolab,Phrase match (close variant),None,MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",1,1,100.00%,USD,0.57,0.57,Keyword
donde comprar ropa para negocio,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,1,100.00%,USD,0.94,0.94,Keyword
compra de playeras por mayoreo,Phrase match (close variant),None,MX - Apparel,Tops_Distributor_Phrase,"""distribuidores de camisetas""",1,1,100.00%,USD,1.93,1.93,Keyword
proveedores de ropa en mexico,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,9,22.22%,USD,0.88,1.76,Keyword
gorras dandy hats g5 mayoreo,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,2,50.00%,USD,0.64,0.64,Keyword
leotardos para niña mayoreo,Phrase match (close variant),None,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",1,1,100.00%,USD,0.89,0.89,Keyword
tiendas mayoristas de maquillaje,Exact match (close variant),None,MX - Beauty,Wholesalers_Cosmetics_Exact,[mayoristas de cosmética],1,2,50.00%,USD,1.71,1.71,Keyword
venta de cremas por mayor,Phrase match (close variant),None,MX - Beauty,Skin Care_Wholesale_Phrase,"""mayorista de productos para el cuidado de la piel""",1,2,50.00%,USD,3.52,3.52,Keyword
labello por mayoreo,Phrase match (close variant),None,MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",1,1,100.00%,USD,1.55,1.55,Keyword
